QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	37.619307	-122.376447	5.110000	1
1	0	3	84	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	37.619405	-122.375693	20.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	37.615888	-122.368358	100.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	37.619433	-122.365933	100.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	37.622975	-122.370770	100.000000	1
6	0	3	189	0.000000	0.000000	0.000000	0.000000	37.623718	-122.372225	80.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	37.623547	-122.372880	50.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	37.619832	-122.376233	24.000000	1
9	0	3	85	0.000000	0.000000	0.000000	0.000000	37.619302	-122.376448	0.000000	1
Last update: 1594178139
